seg_id,youtube_id,sentence,verb_pre_mapping,adverb_pre_mapping,clustered_verb,clustered_adverb,start_time,end_time,duration,rgb_frames,verb_label,adverb_label
e1MdbsPSBo0_224-230,e1MdbsPSBo0,gently drip,drip,gently,drip,gently,224.5,230.6,6.1,182,43,0
BtqBAmWG_gI_25-31,BtqBAmWG_gI,liquid totally fine gently mash,mash,gently,mash,gently,25.4,31.9,6.5,144,34,0
_mqvaJP0pUw_59-64,_mqvaJP0pUw,gently spread 1 2,spread,gently,spread,gently,59.4,64.7,5.3,151,13,0
LH4EICbQmB0_282-287,LH4EICbQmB0,peel gently,peel,gently,peel,gently,282.1,287.6,5.5,125,18,0
HDe9wItM-Y0_408-414,HDe9wItM-Y0,tastes cheese lightly toss,toss,lightly,toss,gently,408.6,414.2,5.7,150,12,0
2Yu05jm9-HU_499-505,2Yu05jm9-HU,bitchin hot pour slowly cake absorb goes,pour,slowly,pour,slowly,499.8,505.3,5.5,179,3,1
FPe2ufiQK1Q_74-82,FPe2ufiQK1Q,finely chop,chop,finely,chop,finely,74.1,82.3,8.2,201,1,2
izpubI4Txhw_391-400,izpubI4Txhw,gently press cake,press,gently,press,gently,391.2,400.8,9.5,271,4,0
ca4baUj509s_135-144,ca4baUj509s,add oil heating chop onion finely,chop,finely,chop,finely,135.6,144,8.4,225,1,2
Rvp-5EJb-Uw_221-227,Rvp-5EJb-Uw,cover paper towel gently press meat remove excess liquid,cover,gently,cover,gently,221.6,227.4,5.7,180,9,0
stAlxoML19w_1003-1021,stAlxoML19w,gently stirring starts bubble,stir,gently,stir,gently,1003.6,1021.6,17.9,540,2,0
Rg0kCTV6dWY_191-205,Rg0kCTV6dWY,mixture slowly mix spoon delicious,mix,slowly,mix,slowly,191.8,205.6,13.8,350,0,1
Yy_7jHoWqhA_115-122,Yy_7jHoWqhA,use tongs gently mix pasta coated sauce,mix,gently,mix,gently,115.4,122.2,6.8,175,0,0
5qCOPUgOOC0_53-62,5qCOPUgOOC0,finely chop onion,chop,finely,chop,finely,53.8,62.8,9,225,1,2
kZVp3U73j9o_158-169,kZVp3U73j9o,mix gently,mix,gently,mix,gently,158.1,169,10.9,264,0,0
xza5ANC08OU_517-524,xza5ANC08OU,frothy pastry brush lightly brush berries,brush,lightly,brush,gently,517.6,524.7,7.1,175,8,0
WYbPL0Qtavk_394-400,WYbPL0Qtavk,got consistency double cream gently whisk,whisk,gently,whisk,gently,394.5,400.6,6.1,180,7,0
156Cf9NPcy4_140-147,156Cf9NPcy4,milk egg lightly brush,brush,lightly,brush,gently,141,147.6,6.6,175,8,0
ZbtXhfJXHZQ_186-200,ZbtXhfJXHZQ,folding gently volume,fold,gently,fold,gently,186.3,200.2,13.8,420,5,0
m_A2O7Cfblw_292-297,m_A2O7Cfblw,gently fold,fold,gently,fold,gently,292,297.9,5.9,150,5,0
2mukOt08S9E_121-127,2mukOt08S9E,salt stir lightly,stir,lightly,stir,gently,121.1,127.8,6.7,144,2,0
3yi2kQgtOLo_261-269,3yi2kQgtOLo,slowly pour milk syrup mixture mixing,pour,slowly,pour,slowly,261.3,269.6,8.3,200,3,1
-MKB2pxbsRM_289-297,-MKB2pxbsRM,slowly dip tip tomato,dip,slowly,dip,slowly,289.6,297.9,8.2,240,31,1
VocUzFjxO3E_91-100,VocUzFjxO3E,chop onion chop roughly,chop,roughly,chop,coarsely,91.5,100.2,8.7,226,1,4
hBRIiGpTeRE_169-181,hBRIiGpTeRE,gently fold half cup,fold,gently,fold,gently,170,181.9,11.9,290,5,0
9eO6BKc0rBs_782-790,9eO6BKc0rBs,gently spread keg,spread,gently,spread,gently,782.5,790.5,8,240,13,0
nyJ75T68PEY_703-709,nyJ75T68PEY,drop soup drop egg gently stir,stir,gently,stir,gently,703.6,709.9,6.3,146,2,0
E4FKfvUtfMM_319-333,E4FKfvUtfMM,spread thinly,spread,thinly,spread,finely,319.5,333.8,14.3,421,13,2
xw_R5aY4fuQ_9-14,xw_R5aY4fuQ,palms lightly pat,pat,lightly,pat,gently,9.3,14.4,5.2,150,30,0
7Jku6UTCz5I_129-135,7Jku6UTCz5I,go run gotta mix slowly,mix,slowly,mix,slowly,129.6,135.8,6.2,180,0,1
IiK4IQzdyRM_356-365,IiK4IQzdyRM,lightly scrape super,scrape,lightly,scrape,gently,356.5,365.4,8.9,270,27,0
cShWN2soeFM_476-502,cShWN2soeFM,small spoon gently push ice cream,push,gently,push,gently,476.9,502.6,25.8,781,10,0
IZuBtXICDgM_262-271,IZuBtXICDgM,letting drip slowly,drip,slowly,drip,slowly,263,271.1,8.1,269,43,1
94_1bKJdj7o_258-266,94_1bKJdj7o,orange pink frosting yellow goes press gently,press,gently,press,gently,258.8,266.3,7.5,192,4,0
PyRad0KmTts_35-43,PyRad0KmTts,melt under low heat set aside finely chop garlic spring,chop,finely,chop,finely,35.6,43.6,7.9,241,1,2
V7RZSDyI_Uk_179-186,V7RZSDyI_Uk,spread slice slowly spread cake using,spread,slowly,spread,slowly,180,186.3,6.3,170,13,1
S8xv5HNewjI_175-183,S8xv5HNewjI,tablespoon water activate perfect quickly mix,mix,quickly,mix,quickly,175.9,183.9,8,242,0,3
2Zww07tieLI_783-788,2Zww07tieLI,garlic salt lightly mix cheddar monterey jack cheese,mix,lightly,mix,gently,783,788.9,5.9,152,0,0
4VQO-DRzoog_342-348,4VQO-DRzoog,gently push place rush,push,gently,push,gently,342.8,348.6,5.8,182,10,0
5HrxRg3y214_32-54,5HrxRg3y214,finely chop chinese chai,chop,finely,chop,finely,32.7,54.5,21.9,528,1,2
9IVUFxDuDuQ_129-134,9IVUFxDuDuQ,slowly stir,stir,slowly,stir,slowly,129.3,134.8,5.5,151,2,1
3-_ZZmAWe9M_148-164,3-_ZZmAWe9M,grills slowly stir stop,stir,slowly,stir,slowly,148.3,164.5,16.2,481,2,1
0XSqtr9B4_c_721-727,0XSqtr9B4_c,cups milk stir time adding milk pour slowly,pour,slowly,pour,slowly,721.1,727.8,6.7,180,3,1
pCMNtcaNNeU_173-190,pCMNtcaNNeU,tofu stir gently,stir,gently,stir,gently,173.6,190.1,16.6,512,2,0
sMOUNNDtnA8_99-104,sMOUNNDtnA8,roughly chop peppers into,chop,roughly,chop,coarsely,99.1,104.6,5.5,125,1,4
B9rlzzw8UaA_952-959,B9rlzzw8UaA,sort lightly brush get drips butter butter,brush,lightly,brush,gently,952,959.5,7.5,175,8,0
4ZD5BLvTS8o_316-322,4ZD5BLvTS8o,drizzle slowly into caramel cream mixture continue whipping minutes whip,drizzle,slowly,drizzle,slowly,316.3,322,5.7,181,21,1
FVvwaibaWeM_295-304,FVvwaibaWeM,gently coat,coat,gently,coat,gently,295.9,304.9,9,270,15,0
_yZ44VE0liY_343-348,_yZ44VE0liY,glue press gently,press,gently,press,gently,343.4,348.5,5.1,151,4,0
6h03CPqHVJs_68-73,6h03CPqHVJs,use fingertips gently pat,pat,gently,pat,gently,68.6,73.7,5.1,126,30,0
Vw-fn0LAgPE_112-119,Vw-fn0LAgPE,dry ingredients slowly pour wet mix,pour,slowly,pour,slowly,112.5,119.3,6.8,168,3,1
0folcRXIyvI_170-178,0folcRXIyvI,gently cut half,cut,gently,cut,gently,170.5,179,8.5,241,11,0
LYIVXSn9NeA_546-551,LYIVXSn9NeA,spoon gently into greased ramekin dishes little,spoon,gently,spoon,gently,546.4,551.6,5.2,125,25,0
mwSi1PpYmgQ_141-148,mwSi1PpYmgQ,corners aside gently press,press,gently,press,gently,141.6,148.5,6.9,176,4,0
0d2_xHVd5eA_372-381,0d2_xHVd5eA,quickly chop potatoes half way,chop,quickly,chop,quickly,372.9,381.5,8.6,270,1,3
4cK69m5ZpPw_254-262,4cK69m5ZpPw,cup heavy cream gently pour mix,pour,gently,pour,gently,254.2,262.5,8.3,240,3,0
bSrwzDgrrF4_141-146,bSrwzDgrrF4,gently fold,fold,gently,fold,gently,141.3,146.9,5.6,152,5,0
n-WoWSMPnYw_711-719,n-WoWSMPnYw,brush lightly little milk,brush,lightly,brush,gently,711.6,719.9,8.3,192,8,0
zT6HG11bmuI_127-133,zT6HG11bmuI,2 large red onions couple garlic cloves roughly chop,chop,roughly,chop,coarsely,127.1,133.6,6.5,180,1,4
Re8BtO_e0Q8_279-286,Re8BtO_e0Q8,press lightly spatula flip,press,lightly,press,gently,279.3,286.5,7.2,210,4,0
L8LVaAcOBhk_366-372,L8LVaAcOBhk,real titties slowly roll ribbons,roll,slowly,roll,slowly,367,372.4,5.4,179,6,1
qM2sRSrArK4_195-203,qM2sRSrArK4,thinly spreading pulling,spread,thinly,spread,finely,195.9,203.3,7.3,240,13,2
CiwZLmjF40w_196-203,CiwZLmjF40w,mix gently ingredients combined mix,mix,gently,mix,gently,196.1,203.3,7.2,210,0,0
AYc-CCBal24_267-276,AYc-CCBal24,spatula fingers lightly flip,flip,lightly,flip,gently,267.5,276.1,8.5,271,19,0
za8RnE2SSKQ_72-82,za8RnE2SSKQ,spoon couscous into pot boiling vegetable broth lightly stir,stir,lightly,stir,gently,72.9,82.7,9.8,300,2,0
YpalPz2RAmo_86-94,YpalPz2RAmo,plate lightly spray,spray,lightly,spray,gently,86.9,94.6,7.7,241,23,0
2_KYRaW-k5w_925-939,2_KYRaW-k5w,quickly mix leave,mix,quickly,mix,quickly,925.2,939.8,14.7,351,0,3
mO_qQJeogM8_601-607,mO_qQJeogM8,processor finely chop carrots,chop,finely,chop,finely,601.8,607.9,6.1,150,1,2
tTuYSjmFaMQ_871-877,tTuYSjmFaMQ,push gently push center pusher middle remove,push,gently,push,gently,871.7,877.4,5.7,150,10,0
8DE2T5gcACI_671-678,8DE2T5gcACI,case half half gently mix overwork,mix,gently,mix,gently,671.9,678.2,6.3,210,0,0
fv3c8dnDRBw_14-27,fv3c8dnDRBw,mashing banana roughly,mash,roughly,mash,coarsely,14.3,27.2,12.9,390,34,4
58bJYCeabDs_119-126,58bJYCeabDs,mix add half flour mixture combine slowly add rest,mix,slowly,mix,slowly,119.4,126.2,6.9,210,0,1
qlOpryRGvNI_196-202,qlOpryRGvNI,consistency stirring briskly oil,stir,briskly,stir,quickly,196.7,202.2,5.5,179,2,3
7Az4UKg--JA_308-318,7Az4UKg--JA,gently peel,peel,gently,peel,gently,308.9,318.5,9.6,300,18,0
hrO9sNI0Lxg_193-208,hrO9sNI0Lxg,make fancy plating using large cookie cutter plate fill salad pack slowly remove cookie cutter,fill,slowly,fill,slowly,193.7,209,15.2,451,28,1
mjRPIsp7dIs_215-225,mjRPIsp7dIs,allows bird finally crisp add foil loosely cover,cover,loosely,cover,loosely,215.6,225.8,10.2,300,9,8
QHd32H5Rc9w_76-81,QHd32H5Rc9w,sabayon hesitate mix vigorously 8 10 minutes exceeding,mix,vigorously,mix,vigorously,76.4,81.9,5.5,126,0,6
h-B70mvjcks_502-511,h-B70mvjcks,little little shot gently folding dry,fold,gently,fold,gently,502.3,512,9.6,216,5,0
ToXneuT2p4Y_123-128,ToXneuT2p4Y,gently pressing fans,press,gently,press,gently,123.1,128.4,5.2,150,4,0
V-9ZLTK5PsA_151-160,V-9ZLTK5PsA,essence mix gently,mix,gently,mix,gently,151.4,160.1,8.7,226,0,0
BTwoj1ydf0c_180-186,BTwoj1ydf0c,separate strips into separate strips quickly pick,separate,quickly,separate,quickly,180.4,186.9,6.5,181,38,3
JnoFepeVLq4_91-102,JnoFepeVLq4,into chunks finely chop ginger garlic onion heat,chop,finely,chop,finely,91.2,102.2,11,329,1,2
7pk5RJ5vLTc_483-499,7pk5RJ5vLTc,gently fold egg whites,fold,gently,fold,gently,483.1,499.3,16.2,480,5,0
qr6pFPLWQqo_681-692,qr6pFPLWQqo,lightly coat cake,coat,lightly,coat,gently,681.4,692.4,11,276,15,0
uOUgWdqyWNE_1175-1190,uOUgWdqyWNE,scream matter tightly wrap,wrap,tightly,wrap,tightly,1175,1190.4,15.3,450,17,5
jvPetabWeik_133-142,jvPetabWeik,roughly chop capers,chop,roughly,chop,coarsely,133.5,142.9,9.4,225,1,4
tfXFKIQ10ro_396-403,tfXFKIQ10ro,gently stir get blueberries coated,stir,gently,stir,gently,396.8,403.4,6.6,210,2,0
x_oGmS9MDWE_42-48,x_oGmS9MDWE,remove seeds roughly chop,chop,roughly,chop,coarsely,42.5,48.5,6,181,1,4
Sm9lac5Jhpw_470-478,Sm9lac5Jhpw,tightly roll,roll,tightly,roll,tightly,470.6,478.4,7.8,240,6,5
e3Y7ghGOYB8_159-177,e3Y7ghGOYB8,pour slowly whisk,pour,slowly,pour,slowly,159.8,177.2,17.4,451,3,1
Do4jvVRJxcY_189-197,Do4jvVRJxcY,recipe vinaigrette slowly drizzle,drizzle,slowly,drizzle,slowly,189.4,197.4,8,241,21,1
aKv02r6ERKs_27-34,aKv02r6ERKs,mash lightly fork bowl,mash,lightly,mash,gently,27.7,35,7.3,169,34,0
25-vovSk5XU_170-176,25-vovSk5XU,gently roll sushi mat seaweed trying ingredients center,roll,gently,roll,gently,170.9,176.7,5.8,180,6,0
AZZHu7eH9O8_307-312,AZZHu7eH9O8,gently stir sauce into,stir,gently,stir,gently,307.3,312.9,5.6,150,2,0
VURpKevRdpI_135-143,VURpKevRdpI,chill 5 minutes lightly roll,roll,lightly,roll,gently,135.8,143.1,7.4,240,6,0
ZKnrRIsJMRE_201-206,ZKnrRIsJMRE,gently pressing end,press,gently,press,gently,201.2,206.6,5.5,151,4,0
hlHiolQ9vEs_280-285,hlHiolQ9vEs,sides quickly wrap,wrap,quickly,wrap,quickly,280.2,285.6,5.4,120,17,3
Ik_OwFvklJo_340-346,Ik_OwFvklJo,minutes slowly whisk milk,whisk,slowly,whisk,slowly,340,346.7,6.7,180,7,1
Y2ikHLeYPN0_160-165,Y2ikHLeYPN0,mix slowly,mix,slowly,mix,slowly,160,165.4,5.4,152,0,1
c8wXIpFUhtE_232-239,c8wXIpFUhtE,press lightly,press,lightly,press,gently,232.4,239.1,6.7,175,4,0
htoSNoOEQMM_64-70,htoSNoOEQMM,gently fold batter got muffins,fold,gently,fold,gently,64.4,70.5,6.1,180,5,0
JQ3V9P-SVsY_295-302,JQ3V9P-SVsY,use brush lightly oil leftover bacon drippings,brush,lightly,brush,gently,295.6,302.2,6.6,209,8,0
xwyrWsA-2YQ_262-273,xwyrWsA-2YQ,coat ball dry flour roll bhatura thinly parantha,coat,thinly,coat,finely,262.2,273.2,11,330,15,2
vVgi8ICqhc8_132-138,vVgi8ICqhc8,mixture slowly fold folding,fold,slowly,fold,slowly,132.2,138.8,6.5,179,5,1
j8JzjOiRuHk_187-194,j8JzjOiRuHk,gently pour batter,pour,gently,pour,gently,187.6,194.7,7.1,211,3,0
Tnmd3VJPdyw_200-207,Tnmd3VJPdyw,minute gently press veggies,press,gently,press,gently,200.3,207.4,7,209,4,0
0hAnKcKYWFk_71-78,0hAnKcKYWFk,roll thinly,roll,thinly,roll,finely,71.8,78.1,6.3,211,6,2
0uNuKVgAyW4_197-203,0uNuKVgAyW4,crumble sponge cake add halves oreo cookies finely mash,mash,finely,mash,finely,197,204,6.9,150,34,2
Ik4i7LoZhro_405-412,Ik4i7LoZhro,end oily chips spread lightly,spread,lightly,spread,gently,405.6,412.3,6.7,168,13,0
FAJj_4qZzRU_489-499,FAJj_4qZzRU,chopping finely,chop,finely,chop,finely,489.5,499.2,9.8,302,1,2
xanDq4a622o_161-167,xanDq4a622o,consistency adding buttermilk slowly pour,pour,slowly,pour,slowly,161.7,167.8,6.1,180,3,1
-A71Hau0etE_232-249,-A71Hau0etE,remaining half tub mascarpone cheese whisking gently,whisk,gently,whisk,gently,232.7,249.6,16.8,409,7,0
otMqOkHs-ys_184-197,otMqOkHs-ys,sheet aluminum foil cover start rolling gently remove sheet,roll,gently,roll,gently,184.8,197.1,12.3,391,6,0
hKffwnCp4Vc_68-75,hKffwnCp4Vc,talk flip combine gently press,press,gently,press,gently,68.9,75.1,6.2,212,4,0
hSsTD2gKf2g_117-123,hSsTD2gKf2g,mixture batches folding gently,fold,gently,fold,gently,117.4,123.2,5.9,180,5,0
XbHw6vArAWk_138-147,XbHw6vArAWk,time twist left hand gently squeeze bag,squeeze,gently,squeeze,gently,138.4,147.2,8.8,225,16,0
W5ePa4lKkaM_82-92,W5ePa4lKkaM,whisking whisking vigorously leave little pathway little,whisk,vigorously,whisk,vigorously,82.2,92.5,10.3,300,7,6
7MJPs0_2Zrs_287-308,7MJPs0_2Zrs,gently spread cake,spread,gently,spread,gently,287.1,308.7,21.6,631,13,0
z77G_7A3UpM_271-276,z77G_7A3UpM,wooden spoon stir stick thickly spoon,stir,thickly,stir,coarsely,271.2,277,5.8,126,2,4
GjWD2HaB2BA_101-109,GjWD2HaB2BA,meat leg taking time gently peeling,peel,gently,peel,gently,101.2,109.1,7.8,242,18,0
cJYsmxFhgCQ_422-428,cJYsmxFhgCQ,using bench scraper lightly pressing lines,press,lightly,press,gently,422.3,428.3,6,181,4,0
DzQZ029fJ5o_140-149,DzQZ029fJ5o,pin gently roll,roll,gently,roll,gently,140.5,149.4,8.9,225,6,0
gnr0VoBDNV8_123-128,gnr0VoBDNV8,quickly chop into 16 pieces dive cut half,chop,quickly,chop,quickly,123.4,128.5,5.1,119,1,3
pGlTwbs3N0M_111-119,pGlTwbs3N0M,make wedge pour slowly,pour,slowly,pour,slowly,111.1,119.4,8.3,241,3,1
m1fpglXwO7g_200-208,m1fpglXwO7g,quickly pour into flour,pour,quickly,pour,quickly,200.8,208.4,7.6,240,3,3
H7Ic0fyMSQg_254-262,H7Ic0fyMSQg,press gently stuffing spread evenly,press,gently,press,gently,254.5,262.7,8.2,241,4,0
DLBrc2yrR_I_182-188,DLBrc2yrR_I,whisk mixture slowly pour milk cream,whisk,slowly,whisk,slowly,182.7,188.5,5.8,180,7,1
T4G00yfPJ5M_650-656,T4G00yfPJ5M,loosely wrap foil,wrap,loosely,wrap,loosely,650.6,656.7,6.1,150,17,8
seRQjHKxHf8_91-96,seRQjHKxHf8,continue whisking slowly pour juice stock mixture bring boil,whisk,slowly,whisk,slowly,91.2,96.8,5.6,151,7,1
FsfXheYWats_185-192,FsfXheYWats,creep edges delicately flip,flip,delicately,flip,gently,186,192.3,6.3,210,19,0
mPQCFbxCsoI_246-252,mPQCFbxCsoI,step finely chop,chop,finely,chop,finely,246.3,252.4,6.2,180,1,2
FmavyOIQIz0_109-116,FmavyOIQIz0,remember seal bag tightly,seal,tightly,seal,tightly,110,116.8,6.8,210,36,5
ga15SvcDECE_447-454,ga15SvcDECE,rolling pretty quickly pressing,roll,quickly,roll,quickly,447,454.8,7.8,168,6,3
Q6lTrzdYV6M_80-86,Q6lTrzdYV6M,make mit mix slowly,mix,slowly,mix,slowly,80.5,86,5.6,181,0,1
Nrw4J7SWKGA_369-377,Nrw4J7SWKGA,sort gently toss,toss,gently,toss,gently,369.4,377.3,7.8,201,12,0
3mtAqWjJxGg_264-272,3mtAqWjJxGg,gently brush,brush,gently,brush,gently,264.5,272.2,7.6,200,8,0
Hy7LeYAJplk_168-176,Hy7LeYAJplk,finely chop handful fresh parsley,chop,finely,chop,finely,168.9,176.1,7.2,240,1,2
Slsk6ULa5YM_349-357,Slsk6ULa5YM,add cup cold water gently stir,stir,gently,stir,gently,349.1,357.3,8.2,240,2,0
Ttye2BtnW_s_248-257,Ttye2BtnW_s,tin plum tomatoes roughly chop tomato puree,chop,roughly,chop,coarsely,248.8,257.7,9,226,1,4
UX76kIUI09k_220-226,UX76kIUI09k,finely mince,mince,finely,mince,finely,220.5,226.2,5.8,181,26,2
BWcPc7vf8IE_124-131,BWcPc7vf8IE,surface lightly fold,fold,lightly,fold,gently,124.9,131.7,6.8,211,5,0
eF_QwDEx_NE_101-109,eF_QwDEx_NE,tablespoons freshly squeezed lemon juice gently toss,toss,gently,toss,gently,101.6,109,7.4,242,12,0
BmEwZK3y2Yg_324-330,BmEwZK3y2Yg,gently pressing dough,press,gently,press,gently,324.4,331,6.5,151,4,0
FNkwlU7sy-4_91-97,FNkwlU7sy-4,loosely cover plastic wrap,cover,loosely,cover,loosely,91.9,97.1,5.2,180,9,8
pZcT947VqPs_228-239,pZcT947VqPs,gently rub chicken marinade,rub,gently,rub,gently,228.2,239.8,11.6,329,22,0
pb5PFU0ejkI_167-173,pb5PFU0ejkI,m whisk quickly m add quarter teaspoon,whisk,quickly,whisk,quickly,167.1,173.8,6.8,145,7,3
1lg_bSa7FlE_363-373,1lg_bSa7FlE,slowly pour syrup,pour,slowly,pour,slowly,363.8,373.3,9.5,250,3,1
12xBWotWWTQ_109-115,12xBWotWWTQ,lift whisk batter thick dripping slowly,drip,slowly,drip,slowly,110,115.5,5.5,180,43,1
4vwVfdMn9Pw_178-185,4vwVfdMn9Pw,mixture pour eggs slowly,pour,slowly,pour,slowly,178.5,185.6,7.1,176,3,1
u_KuBdh9JoY_93-98,u_KuBdh9JoY,good stir chop nuts coarsely,chop,coarsely,chop,coarsely,93.2,98.4,5.2,150,1,4
iH6PwqJY3yQ_1178-1186,iH6PwqJY3yQ,time teaspoon good whisk gently,whisk,gently,whisk,gently,1178.4,1186.6,8.2,201,7,0
YPBF-ymcHrc_860-866,YPBF-ymcHrc,lightly drizzle nice quality olive oil nice pretty,drizzle,lightly,drizzle,gently,860.6,866.7,6.1,180,21,0
ZtB21K4V-FE_88-95,ZtB21K4V-FE,onion roughly chop,chop,roughly,chop,coarsely,88.4,96,7.5,175,1,4
rgRLyGjKNuY_216-229,rgRLyGjKNuY,press lightly remove tip cheesecake mixture jar,press,lightly,press,gently,216.4,229.7,13.2,325,4,0
MvJMG2SARh4_185-193,MvJMG2SARh4,season salt gently mix,mix,gently,mix,gently,185.4,193.8,8.4,193,0,0
SeofdmWRQds_316-325,SeofdmWRQds,roll tightly,roll,tightly,roll,tightly,316.3,325.5,9.2,270,6,5
ifk0aqE9zT0_63-71,ifk0aqE9zT0,get double layered ziploc bag gently pour,pour,gently,pour,gently,63.6,71.1,7.5,242,3,0
FW7dlHoxL4E_174-202,FW7dlHoxL4E,quickly whisk whis stop whisking who's coal salt,whisk,quickly,whisk,quickly,174.4,202.9,28.5,840,7,3
eZU5kXhvVug_273-280,eZU5kXhvVug,slowly beat,beat,slowly,beat,slowly,273.4,280.9,7.4,169,14,1
VhIUc0G9ZEM_161-184,VhIUc0G9ZEM,start stirring stir quickly,stir,quickly,stir,quickly,161.2,184.5,23.3,689,2,3
0D13r41lMtg_74-79,0D13r41lMtg,rest walnut mixture batter press gently walnut,press,gently,press,gently,74.2,79.6,5.5,150,4,0
AsvU7Cbz2oA_151-168,AsvU7Cbz2oA,cover lightly sprinkle gives nice hot flavor,cover,lightly,cover,gently,151.3,168.5,17.1,510,9,0
JjYn7Uv-BQw_1089-1105,JjYn7Uv-BQw,lot flavor rice quickly stir,stir,quickly,stir,quickly,1089.1,1105.2,16.1,400,2,3
-mUnmwU0BKY_96-103,-mUnmwU0BKY,chop finely,chop,finely,chop,finely,96.7,103.1,6.4,176,1,2
rtGA8Fg5TiU_110-116,rtGA8Fg5TiU,finely chop,chop,finely,chop,finely,110.6,116.7,6.1,181,1,2
saQENzNtblo_165-175,saQENzNtblo,season gently salt,season,gently,season,gently,165.4,175,9.6,299,35,0
FnEtQo0pc28_108-137,FnEtQo0pc28,slowly pour into,pour,slowly,pour,slowly,108.8,137.5,28.8,697,3,1
j4WShsIUWDA_229-234,j4WShsIUWDA,honey mmm think gently toss wow,toss,gently,toss,gently,229.3,234.6,5.3,120,12,0
VzIv4KxX-yU_53-61,VzIv4KxX-yU,good stir minute add ginger garlic paste quickly stir,stir,quickly,stir,quickly,53.6,61.3,7.7,240,2,3
8seT960Grr4_186-193,8seT960Grr4,purpose flour small portion start rolling gently,roll,gently,roll,gently,186.5,193.2,6.6,211,6,0
jdPObaUHnuU_340-436,jdPObaUHnuU,fold dough lightly round final,fold,lightly,fold,gently,380,440,61,600,5,0
vDzJB2VNLzA_177-187,vDzJB2VNLzA,way finely mince cilantro,mince,finely,mince,finely,177.9,188,10.1,302,26,2
uSxfKLUG5g0_137-144,uSxfKLUG5g0,chop coarsely chop,chop,coarsely,chop,coarsely,137.8,144.4,6.7,176,1,4
6fY7W5CrCVA_54-59,6fY7W5CrCVA,stirring quickly pasta,stir,quickly,stir,quickly,54.2,59.4,5.1,121,2,3
nN8YutYc_Z8_260-266,nN8YutYc_Z8,stir gently mixing gravy eggplant,mix,gently,mix,gently,260.7,266.8,6.1,182,0,0
jqpmtYMD-30_139-152,jqpmtYMD-30,stir slowly stirring,stir,slowly,stir,slowly,139.3,152.1,12.7,390,2,1
Uqt8eX6CvN8_502-511,Uqt8eX6CvN8,cut slowly patient,cut,slowly,cut,slowly,502.9,511.3,8.5,217,11,1
LWS7dhHC4h8_1220-1226,LWS7dhHC4h8,soap stick press gently what's,press,gently,press,gently,1220.5,1226.6,6.1,145,4,0
ZJHHOnhdh_4_240-246,ZJHHOnhdh_4,warm milk quickly stir scramble eggs,stir,quickly,stir,quickly,240.6,246.9,6.2,180,2,3
RPzn0jxDVdk_117-123,RPzn0jxDVdk,roughly chop strawberries,chop,roughly,chop,coarsely,117.1,123.5,6.4,180,1,4
gfMbzfwm_ME_21-30,gfMbzfwm_ME,grate inch piece ginger finely,grate,finely,grate,finely,21.8,30.7,8.9,270,41,2
JYQhLQ8j1mc_285-295,JYQhLQ8j1mc,quickly stir added unexpected femur pour,stir,quickly,stir,quickly,285.4,295.4,10,239,2,3
Zsk_dFkavCc_818-826,Zsk_dFkavCc,gently spread,spread,gently,spread,gently,818.9,826.8,7.9,200,13,0
G6TGHznzQ04_187-194,G6TGHznzQ04,slowly fill,fill,slowly,fill,slowly,187.1,194.7,7.6,210,28,1
VT06ntxNAmE_292-300,VT06ntxNAmE,brush lightly,brush,lightly,brush,gently,292.9,300.1,7.3,194,8,0
rOzAgEQrYBg_380-386,rOzAgEQrYBg,lightly mix stuff,mix,lightly,mix,gently,380,386.1,6.1,180,0,0
6NWx-k09gUs_190-196,6NWx-k09gUs,partially cover cook,cover,partially,cover,partially,190.2,196.1,5.9,180,9,9
MohhyHgQKRE_131-136,MohhyHgQKRE,coarsely chop,chop,coarsely,chop,coarsely,131.5,136.5,5.1,151,1,4
iA8vFYFaFBw_182-196,iA8vFYFaFBw,gently pour raw,pour,gently,pour,gently,182.1,196.2,14.1,350,3,0
VgE9rsZ-gzM_84-90,VgE9rsZ-gzM,pour chocolate into dry ingredients gently,pour,gently,pour,gently,84.5,90.2,5.7,150,3,0
2sYskJjHhGU_45-55,2sYskJjHhGU,roll dodo gently,roll,gently,roll,gently,45.2,55.7,10.5,301,6,0
5fCrlIsOGPg_213-219,5fCrlIsOGPg,toss grapes gently fold,fold,gently,fold,gently,213.9,219.9,6.1,181,5,0
52NzkqtYFPM_205-211,52NzkqtYFPM,screw gently squeeze,squeeze,gently,squeeze,gently,205.8,211.2,5.4,180,16,0
R0onFnX15b8_190-197,R0onFnX15b8,cut pistachios thinly,cut,thinly,cut,finely,191,197.2,6.2,175,11,2
jSn_eq5w3HU_321-330,jSn_eq5w3HU,lightly hands fold into little bottle,fold,lightly,fold,gently,321.7,330,8.3,223,5,0
1b1ZutQ4TaU_174-184,1b1ZutQ4TaU,pepper chop finely,chop,finely,chop,finely,174.6,184.2,9.6,250,1,2
gGh_a3Xe5XA_156-161,gGh_a3Xe5XA,batter stir gently,stir,gently,stir,gently,156.4,161.5,5.1,151,2,0
mMtJHfqvtPY_34-42,mMtJHfqvtPY,peanuts food processor coarsely grind peanuts add black,grind,coarsely,grind,coarsely,34.8,42.3,7.5,191,37,4
hDt5VUsk0bQ_441-469,hDt5VUsk0bQ,finely chop finely chopped garlic chopped kitchen,chop,finely,chop,finely,441.2,469.8,28.6,701,1,2
